name,monologue
Conan O'Brien,"According to friends of Donald Trump Jr., back in college he was a black-out drunk. So, he does have a long history of meeting with White Russians."
Conan O'Brien,"President Trump tweeted that his son Donald Jr. is ""open, transparent, and innocent."" Unfortunately those are three things you don’t want to be when you go to prison."
Conan O'Brien,"Today President Trump tweeted that his son Donald Jr. is ""open, transparent, and innocent."" Which is why President Trump is now demanding a paternity test."
Conan O'Brien,"It was reported today that Donald Trump Jr.’s wife once dated Leonardo DiCaprio. In other words, she’s used to being with guys who go down with a sinking ship."
Conan O'Brien,"It’s being reported that President Trump is bothered that people think he watches too much television. Trump claims he saw it mentioned today on ""The View,"" ""The Today Show,"" CNN, ""Live with Kelly and Ryan,"" and ""Clifford the Big Red Dog."""
