name,monologue
Conan O'Brien,"According to James Comey's memos, over dinner President Trump vigorously denied that he spent a night in Moscow during the 2013 Miss Universe pageant. Which is weird because all Comey asked him was, ""Can you pass the salt?”"
Conan O'Brien,A video of former President Obama making Melania Trump smile has gone viral. It’s historic — the first time a president has brought joy to Melania.
Conan O'Brien,"Thanks to the royal baby, today was the first time in a long time that the breaking news wasn't about Donald Trump. Which is weird, 'cause usually #royalbaby is about Donald Trump."
Conan O'Brien,"Today in the Bill Cosby trial, the defense rested. And for once, Cosby had nothing to do with it."
Conan O'Brien,"President Trump tweeted that he may pardon someone because Sylvester Stallone asked him to. The pardon is for the guy who wrote ""Rocky V."""
