name,monologue
Conan O'Brien,"This week, Secretary of State Rex Tillerson said that Russia isn’t acting like a “responsible nation.” President Trump agreed, saying, “They haven’t paid me in months.”"
Conan O'Brien,"People are mad at President Trump for meeting with Native American leaders in front of a portrait of anti-Native American president Andrew Jackson. Even worse, today President Trump met with Hispanic leaders in front of a portrait of President Trump."
Conan O'Brien,"Genealogy experts say that Prince Harry and his fiancée Meghan Markle are actually distant cousins. After hearing they were related, Queen Elizabeth finally gave the couple her blessing."
Conan O'Brien,"Bernie Sanders has been nominated for a Grammy Award for best audiobook. Of course, Bernie supporters are already complaining that the Grammys are rigged so that Hillary will win."
Conan O'Brien,"Arby’s has acquired Buffalo Wild Wings for $2.4 billion. They didn’t mean to, but like a lot of us, Arby’s got drunk and bought too many wings."
Conan O'Brien,MTV announced it's bringing back the original cast of “Jersey Shore.” Can you believe it? Every single cast member was available!
Conan O'Brien,"In Indiana, a high school teacher was caught in her classroom snorting cocaine. People became suspicious when parent-teacher conferences lasted only 10 seconds."
