name,monologue
Conan O'Brien,"Matt Lauer’s wife has reportedly kicked him out of the house. Even worse, she’s replaced him with Hoda."
Conan O'Brien,"The author of the new book on the Trump administration said that President Trump is currently cheating on Melania. When she heard, Melania said, “Thank God.”"
Conan O'Brien,Good news for Washington — the government shutdown is over. The bad news for us — our government is back to work.
Conan O'Brien,"China has banned hip hop from Chinese television, which is bad news for China’s biggest hip hop star, the Notorious MSG."
Conan O'Brien,An ABC news poll showed that 48% of Americans think President Trump is mentally unstable. The remaining 52% agree BUT that’s what they like about him.
