name,monologue
Conan O'Brien,"In his speech last night, President Trump said, let us ""set aside our differences and seek common ground."" Trump said this because like any good speaker, he always opens with a joke."
Conan O'Brien,"In last night's speech, President Trump reportedly didn't stray from the teleprompter once. Friends are saying it's the longest Donald Trump has stayed faithful to anything."
Conan O'Brien,"Google has a new service called ""Flights"" that is now able to predict flight delays. How it works is, if you're flying United, your flight's delayed."
Conan O'Brien,California is looking into creating a state bank for the legal marijuana industry. They're gonna call it the California Bank of Dank Stank.
