name,monologue
Conan O'Brien,"Archaeologists have just uncovered evidence of a Native American civilization that vanished, completely vanished in the 13th century. Isn’t that amazing? Apparently they died out months after selecting their new leader, Chief Trump. Then they were gone."
Conan O'Brien,They found a skull with a big orange wig on it. Scowling at them. But it was the best skull you’ve ever seen.
Conan O'Brien,"A Russian spy plane was spotted over New Jersey. Yeah. The Russian pilot was overheard saying, “You know, Siberia’s not so bad.”"
Conan O'Brien,"Football stadiums are going to get a delivery system that will bring food right to your seat. However, if you’re a Rams fan, your food will most likely be intercepted and returned for a touchdown."
Conan O'Brien,Wal-Mart is testing out an app that would allow shoppers to skip the checkout line. Currently that service is known as shoplifting.
Conan O'Brien,"The singer The Weeknd is reportedly considering changing his name. This is on the advice of his son, Staycation."
Conan O'Brien,"In Virginia someone broke into a man’s apartment, cleaned it, and took nothing. Completely cleaned the place. Police are describing the suspect as his mother."
Conan O'Brien,"Chipotle has closed a location in Dallas after diners filmed three rats falling from the ceiling. Don’t worry, the rats died of E. coli before they hit the ground."
Conan O'Brien,"A recent study found that sex burns about 3.5 calories per minute. It’s funny, because that was always my pickup line. Hey, baby, want to come back to my place and burn 7 calories?"
