name,monologue
Conan O'Brien,North Korea has announced that it will send a group of citizens called the “cheering squad” to next month’s Winter Olympics. And many of them are expected to actually compete in a new event called the “400 Meter Defection.”
Conan O'Brien,"Doctors are saying the result of President Trump’s physical revealed that he is borderline obese. In fairness, he did promise us growth."
Conan O'Brien,"After the results of his physical were released, many Americans are claiming President Trump is lying about his weight. In other words, maybe he really is one of us."
Conan O'Brien,"Professional race car driver Danica Patrick is dating again, after breaking up with her previous boyfriend, a NASCAR driver. When asked why that relationship didn’t work out, Patrick explained, “We were just going in circles.”"
Conan O'Brien,"President Trump is now claiming his approval rating among black Americans has doubled. In other words, Ben Carson voted twice."
